ID;Oracion_ID;Oracion;Temas Clave;Partido;CandidatoPresidente;CandidatoVicePresidente;ListaPolitica
1;137;atender prioridad salud mujer etapa vida;salud;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;138;priorizar implementación estrategia atención salud inclusivo grupo poblacional diverso término edad etnio género condición económico privación libertad discapacidad;salud;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;139;constituir equipo estudio planificación técnico experimentado msp orientado generación estrategia efectivo contribuir implementación ámbito nacional modelo atención integral salud familiar comunitario intercultural cuyo desarrollo sufrir retroceso actual administración;salud, cultura, desarrollo;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;140;retomar formación personal salud acuerdo necesidad atención población país modelo atención integral salud dar especial atención dirección distrital instancia fundamental organización trabajo operativizar modelo atención integral salud nivel territorial;salud;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;141;impulsar producción medicamento genérico través industria nacional campo integración regional;industria;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;142;priorizar inversión público orientado primero infancia niño niña generar institucionalidad necesario declarar emergencia niñez articular sistema integrado atención primero infancia organizar red gestión mejorar acción estatal amplíen política público social cultural salud educación cuidado vivienda amparar niño persona cargo;salud, cultura, educación, política, inversión, vivienda;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;143;atender emergencia alimentario nutricional incluir incrementar presupuesto programa alimentario presupuesto comedor huerta escolar comunitario familiar implementar canasta básico primero infancia;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;144;garantizar derecho alimentación medida eliminación iva producto canasta básico primero infancia;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;145;apoyar organización social economía solidario centro institución brindir atención servicio adulto mayor impulsar actividad formación recreación turismo social comunitario;turismo, economía;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;146;fomentar iniciativa proyecto atender adulto mayor haber ser víctima abandono;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;147;atender fortalecer deporte actividad físico diverso manifestación entendiéndolo derecho factor coadyuvante formación integral ciudadanía dentro marco sistema educativo demás aspecto vida social ofrecer oportunidad especial persona joven niño niñas adolescente persona adulto mayor persona discapacidad;deporte;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;148;abordar medida respecto consumo sustancia psicoactiva problema salud público;salud, salud pública;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;149;impulsar pleno cumplimiento derecho hábitat vivienda tal recogido constitución;vivienda;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;151;implementar plan nacional vivienda efecto garantizar acceso partir principio universalidad equidad interculturalidad enfoque gestión riesgo b;cultura, vivienda;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;152;impulsar plan público rehabilitación vivienda priorizar familia necesidad habitacional urgente;vivienda;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;153;c;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;154;desarrollar nuevo plan programa garantía alquiler social asequible nuevo regulación control contrato arrendamiento evitar abuso asegurar precio justo;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;155;protección paralelo seguridad jurídico persona arrendadora;seguridad;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;156;justicia alcanzar paz seguridad orden justicia alcanzar paz seguridad orden diagnóstico consciente importancia fundamental búsqueda paz seguridad orden país apostar sistema protección ciudadano equitativo efectivo;justicia, seguridad;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;157;creer paz seguridad orden ser pilar fundamental cualquiera sociedad justo progresista confianza ciudadanía tranquilidad social resultar fundamental tener garantía convivencia pacífico;seguridad;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;158;reconocer paz requerir orden imparcial discriminación ninguno causa;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;159;comprometer promover cultura paz nivel sociedad fomentar educación basado respeto empatía;cultura, educación;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;160;asegurar paz seguridad ser aspecto crucial deber ser abordar manera urgente integral;seguridad;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;161;persona deber poder vivir miedo violencia crimen opresión;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;162;implementaremo política acción asegurar seguridad ciudadano mediante estrategia integral lado abordar causa subyacente inseguridad pobreza exclusión social falta oportunidad actúen contundencia pleno respeto derechos humanos frente violencia calle;seguridad, pobreza, política, derechos humanos, seguridad ciudadana;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;163;apostar sociedad basado derechos humanos solidaridad justicia social;justicia, justicia social, derechos humanos;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;164;rechazar cualquiera forma represión injustificado violación derecho individual colectivo;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;165;rechazar corrupción influencia crimen organizado instancia público;corrupción, crimen organizado;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;166;defendar sistema jurídico justo imparcial ciudadano ser tratar igual ley independientemente estatus social raza género orientación sexual u característica;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;167;comprometer trabajar conjunto organización política social institución seguridad sociedad civil promover proteger paz seguridad orden;política, seguridad;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;168;exigimos rendición cuenta aquel atentar valor propiciar implementación política medida efectivo promover justicia equidad comunidad;justicia, política;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;169;descartar realización proceso reconstituyente re institucionalizar país;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;170;convocamos responsable seguridad aplicación ley sistema protección ciudadano sociedad conjunto tomar medida concreto promover justicia beneficio paz seguridad orden;justicia, seguridad;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;171;implicar garantizar protección persona independiente influencia política económico basado principios transparencia imparcialidad respeto derechos humanos rendición cuenta proponer ciudadanía paz restituir ministerio coordinador seguridad ministerio justicia derechos humanos culto;seguridad, justicia, política, derechos humanos, transparencia;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;172;reestructurar ministerio interior gobierno depurar fila fuerza seguridad;seguridad, gobierno;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;173;establecer nuevo modelo seguridad ciudadano basado prevención reducción violencia convivencia pacífico justicia equidad derechos humanos;justicia, seguridad, derechos humanos, seguridad ciudadana;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;174;retomar control estatal sistema rehabilitación social reafirmar monopolio arma;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;175;establecer centro público desintoxicación rehabilitación reinserción social zona urbano rural abordar problema adicción manera integral;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;176;prevenir crimen política programa prevención delito;política;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;177;mejorar capacidad investigación persecución delito;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;178;fortalecer capacidad investigación recolección prueba persecución delincuente cuanto aplicación ley justicia penal garantizar así respuesta efectivo oportuno crimen;justicia;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;179;re institucionalizar país mediante proceso constituyente participativo;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;180;promover cooperación intercambio información actividad criminal patrón delictivo institución encargado seguridad nivel nacional internacional objetivo prevenir combatir eficazmente crimen transnacional organizado;seguridad;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;181;combatir impunidad implementar medida garanticir delincuente ser llevar justicia aplicar sanción proporcional disuasoria acción incluir fortalecer sistema judicial penitenciario asegurar juicio justo transparente;justicia;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;182;proteger víctima asegurar reparación rehabilitación;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;183;brindar apoyo protección integral víctima crimen asegurar tener acceso servicio apoyo emocional asistencia legal atención médico;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;184;además promover programa rehabilitación reinserción social víctima requeír;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;185;desarrollar estrategia inteligencia tecnología;tecnología;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;186;utilizar herramienta tecnológico análisis dato identificar patrón delictivo anticipar tendencia criminal fortalecer capacidad prevención respuesta crimen;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;187;educar concientizar sociedad;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;188;implementar programa educativo campaña concienciación promover cultura respeto ley derechos humanos valor ético así sensibilizar consecuencia crimen importancia participación ciudadano prevención denuncia delito;derechos humanos, cultura, ciencia;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;189;organizar participación solidaridad ciudadano así mecanismo alarma comunitario junto gad nivel restituir respaldar;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;190;asamblea comunitario;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;191;b;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;192;botón seguridad;seguridad;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;193;c;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;194;alarma comunitario;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;195;d;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;196;reapropiación espacio encuentro ciudadano;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;198;diagnóstico local comunitario restituir asamblea comunitario seguridad ciudadano elemento información prevención veeduer cívico acción policial;seguridad, seguridad ciudadana;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;199;promover mediación resolución pacífico conflicto alternativa violencia fomentar diálogo construcción consenso sociedad;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;200;sensibilizar educar ciudadanía derecho responsabilidad materia seguridad promover cultura corresponsabilidad prevención solución problema seguridad;seguridad, cultura;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;201;desarrollar deporte música actividad promoción igualdad género cultura paz combate machismo violencia;deporte, igualdad de género, cultura, igualdad;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;202;avanzar reconocimiento respeto tiempo descanso ocio diversificar democratizar goce así promoción actividad enriquecedora cultural educativo;cultura;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;203;ciudadanir seguridad fortalecer sistema integrado seguridad ecu fomentar utilización inteligencia artificial ia optimizar reconocimiento rastreo facial vehículo;inteligencia artificial, seguridad;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;204;fortalecer mecanismo convivencia barrio solidaridad vecino control seguridad;seguridad;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;205;constituir agencia especial combatir ciberdelito allá ciberdefensa nacional;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;206;implementar acción mejor seguridad vial prevención reducción accidente tránsito;seguridad;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;207;establecer sistema formación derechos humanos fuerza público guía sistema penitenciario;derechos humanos;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;208;recuperar gratuidad preparación ingreso ffaa policía;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;209;establecer política mecanismo ffaa policía cumplir rol defensa protección derechos humanos conjunto ciudadanía;política, derechos humanos;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;210;tolerancia uso excesivo fuerza represión legítimo protesta terrorismo;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;211;garantizar protección derecho seguridad ciudadano promover cultura respeto derechos humanos actuación autoridad encargado seguridad;seguridad, derechos humanos, cultura;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;212;fomentar prevención delito violencia través programa política integral abordar causa subyacente inseguridad pobreza desigualdad exclusión social falta oportunidad;política, pobreza, igualdad, seguridad;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;213;fortalecer capacidad formación calidad fuerza seguridad poder responder manera eficaz respetuoso desafío seguridad utilizar método basado respeto derechos humanos aplicación ley manera imparcial;seguridad, derechos humanos;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;214;recuperar gratuidad preparación ingreso escuela policía nacional guía penitenciario;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;215;impulsar campaña nacional renovación dignificación policía nacional protectora población civil favor buen vivir convivencia pacífico ciudadanía defensa naturaleza;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;216;actualizar sueldo salario policía acorde inflación realidad económico país;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;217;realizar programa intensivo devolver motivar confianza ciudadanía policía nacional fortalecer crear unidad especializado lavado activo ciberdelito tráfico migrantes tratar protección infancia;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;218;fortalecer equidad género dentro institución generación institucionalidad mujer policía prevención seguimiento investigación feminicidio tratar persona fin explotación sexual violencia mujer;;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
1;219;promover participación ciudadano formulación política seguridad así supervisión evaluación actuación autoridad encargado seguridad;política, seguridad;REVOLUCIÓN CIUDADANA - RETO;LUISA GONZALEZ;DIEGO BORJA;5-33
